uid,accession_version,title,organism,taxid,length,source_database,updated_date,found_by_annotation_query,found_by_prk09371_query
1493208620,AYM26895.1,gas vesicle protein A [Arthrospira sp. PCC 9901],Arthrospira sp. PCC 9901,478446,72,insd,2018/10/23,False,True
1493208622,AYM26896.1,gas vesicle protein A [Arthrospira sp. CCALA 030],Arthrospira sp. CCALA 030,2231203,72,insd,2018/10/23,False,True
1493208624,AYM26897.1,gas vesicle protein A [Arthrospira sp. LV],Arthrospira sp. LV,2231211,72,insd,2018/10/23,False,True
1493208626,AYM26898.1,gas vesicle protein A [Arthrospira sp. CH1],Arthrospira sp. CH1,2231207,72,insd,2018/10/23,False,True
1493208628,AYM26899.1,gas vesicle protein A [Arthrospira sp. PCC 9108],Arthrospira sp. PCC 9108,147317,72,insd,2018/10/23,False,True
1493208630,AYM26900.1,gas vesicle protein A [Limnospira platensis D0930],Limnospira platensis D0930,2231204,72,insd,2018/10/23,False,True
1493208632,AYM26901.1,gas vesicle protein A [Arthrospira sp. Paracas P0],Arthrospira sp. Paracas P0,129967,72,insd,2018/10/23,False,True
1493208634,AYM26902.1,gas vesicle protein A [Arthrospira sp. Paracas XL],Arthrospira sp. Paracas XL,2231218,72,insd,2018/10/23,False,True
1493208636,AYM26903.1,gas vesicle protein A [Limnospira fusiformis CCALA 023],Limnospira fusiformis CCALA 023,1982226,72,insd,2018/10/23,False,True
1493208638,AYM26904.1,gas vesicle protein A [Arthrospira sp. PCC 8006],Arthrospira sp. PCC 8006,1982224,72,insd,2018/10/23,False,True
1493208640,AYM26905.1,gas vesicle protein A [Limnospira platensis PCC 7345],Limnospira platensis PCC 7345,129975,72,insd,2018/10/23,False,True
1493208642,AYM26906.1,gas vesicle protein A [Limnospira platensis SAG 257.80],Limnospira platensis SAG 257.80,1236699,72,insd,2018/10/23,False,True
1498096159,RMF66550.1,MAG: gas vesicle structural protein GvpA [Cyanobacteria bacterium J069],Cyanobacteria bacterium J069,2420337,72,insd,2018/10/29,True,True
1498333437,RMH70630.1,MAG: gas vesicle structural protein GvpA [Cyanobacteria bacterium J007],Cyanobacteria bacterium J007,2420339,72,insd,2018/10/29,True,True
1514746468,ROI05348.1,gas vesicle structural protein [Microcystis aeruginosa FACHB-524],Microcystis aeruginosa FACHB-524,2486203,71,insd,2018/11/14,False,True
1514746469,ROI05349.1,gas vesicle structural protein [Microcystis aeruginosa FACHB-524],Microcystis aeruginosa FACHB-524,2486203,71,insd,2018/11/14,False,True
1514746470,ROI05350.1,gas vesicle structural protein [Microcystis aeruginosa FACHB-524],Microcystis aeruginosa FACHB-524,2486203,71,insd,2018/11/14,False,True
1519307148,BBH38739.1,gas vesicle protein GvpAI [Microcystis viridis NIES-102],Microcystis viridis NIES-102,213615,71,insd,2018/11/22,False,True
1519307149,BBH38740.1,gas vesicle protein GvpAI [Microcystis viridis NIES-102],Microcystis viridis NIES-102,213615,71,insd,2018/11/22,False,True
1519838112,RPH89916.1,"MAG: gas vesicle structural protein GvpA, partial [Chroococcales cyanobacterium metabat2.561]",Chroococcales cyanobacterium metabat2.561,2485785,68,insd,2018/11/25,True,True
1519838113,RPH89917.1,MAG: gas vesicle structural protein [Chroococcales cyanobacterium metabat2.561],Chroococcales cyanobacterium metabat2.561,2485785,71,insd,2018/11/25,False,True
1543233719,GCE61658.1,gas vesicle structural protein [Microcystis aeruginosa NIES-4285],Microcystis aeruginosa NIES-4285,2497681,71,insd,2023/08/19,False,True
1543233720,GCE61659.1,gas vesicle structural protein [Microcystis aeruginosa NIES-4285],Microcystis aeruginosa NIES-4285,2497681,71,insd,2023/08/19,False,True
1543233721,GCE61660.1,gas vesicle structural protein [Microcystis aeruginosa NIES-4285],Microcystis aeruginosa NIES-4285,2497681,71,insd,2023/08/19,False,True
1546487167,RUR88343.1,hypothetical protein DSM107007_09680 [Nostoc sp. PCC 7120 = FACHB-418],Nostoc sp. PCC 7120 = FACHB-418,103690,99,insd,2019/01/02,False,True
1576418923,RZM77707.1,gas vesicle structural protein GvpA [Leptolyngbya iicbica LK],Leptolyngbya iicbica LK,2294035,72,insd,2022/07/14,True,True
1593818181,GCL41833.1,gas vesicle synthesis protein GvpA [Dolichospermum planctonicum],Dolichospermum planctonicum,136072,71,insd,2023/08/22,False,True
1594456905,GCL38796.1,gas vesicle synthesis protein GvpA [Sphaerospermopsis reniformis],Sphaerospermopsis reniformis,531300,71,insd,2023/08/22,False,True
1594459353,GCL36563.1,gas vesicle synthesis protein GvpA [Sphaerospermopsis reniformis],Sphaerospermopsis reniformis,531300,71,insd,2023/08/22,False,True
1674489810,WP_138500607.1,gas vesicle structural protein GvpA [Nostoc sp. PA-18-2419],Nostoc sp. PA-18-2419,2575443,73,refseq,2023/03/21,True,True
1680955046,GDZ92864.1,gas vesicle protein GvpA [Planktothrix agardhii CCAP 1459/11A],Planktothrix agardhii CCAP 1459/11A,282420,72,insd,2023/08/22,True,True
1680955047,GDZ92865.1,gas vesicle protein GvpA [Planktothrix agardhii CCAP 1459/11A],Planktothrix agardhii CCAP 1459/11A,282420,72,insd,2023/08/22,True,True
1682103218,QDA95046.1,"gas vesicle protein A, partial [Arthrospira sp. Omsk H]",Arthrospira sp. Omsk H,2231217,72,insd,2019/06/30,True,True
1682103220,QDA95047.1,"gas vesicle protein A, partial [Arthrospira sp. Omsk F]",Arthrospira sp. Omsk F,2231216,72,insd,2019/06/30,True,True
1682103719,QDA95239.1,gas vesicle protein A [Limnospira platensis D0930],Limnospira platensis D0930,2231204,72,insd,2019/08/31,False,True
1695795588,TPX27309.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii GIHE 2018],Cylindrospermopsis raciborskii GIHE 2018,2588993,71,insd,2019/07/01,True,True
1695795589,TPX27310.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii GIHE 2018],Cylindrospermopsis raciborskii GIHE 2018,2588993,71,insd,2019/07/01,True,True
1695795590,TPX27311.1,gas vesicle structural protein GvpA [Cylindrospermopsis raciborskii GIHE 2018],Cylindrospermopsis raciborskii GIHE 2018,2588993,71,insd,2019/07/01,True,True
1702171679,QDL11524.1,gas vesicle synthesis protein GvpA [Brasilonema sennae CENA114],Brasilonema sennae CENA114,415709,72,insd,2020/04/29,False,True
1702179734,QDL17906.1,gas vesicle synthesis protein GvpA [Brasilonema octagenarum UFV-E1],Brasilonema octagenarum UFV-E1,417106,72,insd,2020/04/29,False,True
1705915002,TRT49687.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_QC_C_20070703_M131],Microcystis aeruginosa Ma_QC_C_20070703_M131,2486263,71,insd,2019/07/17,True,True
1705930247,TRT64303.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. M_QC_C_20170808_M2Col],Microcystis sp. M_QC_C_20170808_M2Col,2486215,71,insd,2019/07/17,True,True
1705936117,TRT69682.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. M_QC_C_20170808_M9Col],Microcystis sp. M_QC_C_20170808_M9Col,2486217,71,insd,2019/07/17,True,True
1705942083,TRT75108.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis flos-aquae Ma_QC_C_20070823_S18]",Microcystis flos-aquae Ma_QC_C_20070823_S18,2486238,68,insd,2019/07/17,True,True
1705943275,TRT76200.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. M_OC_Ca_00000000_S217Cul],Microcystis sp. M_OC_Ca_00000000_S217Cul,2486214,71,insd,2019/07/17,True,True
1705943276,TRT76201.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. M_OC_Ca_00000000_S217Cul],Microcystis sp. M_OC_Ca_00000000_S217Cul,2486214,71,insd,2019/07/17,True,True
1705943277,TRT76202.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. M_OC_Ca_00000000_S217Cul],Microcystis sp. M_OC_Ca_00000000_S217Cul,2486214,71,insd,2019/07/17,True,True
1705948677,TRT81062.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_AC_P_19900807_S299],Microcystis aeruginosa Ma_AC_P_19900807_S299,2486264,71,insd,2019/07/17,True,True
1705950500,TRT82707.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. M_OC_Ca_00000000_C217Col],Microcystis sp. M_OC_Ca_00000000_C217Col,2486213,71,insd,2019/07/17,True,True
1705950501,TRT82708.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. M_OC_Ca_00000000_C217Col],Microcystis sp. M_OC_Ca_00000000_C217Col,2486213,71,insd,2019/07/17,True,True
1705950502,TRT82709.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. M_OC_Ca_00000000_C217Col],Microcystis sp. M_OC_Ca_00000000_C217Col,2486213,71,insd,2019/07/17,True,True
1705953191,TRT85175.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis aeruginosa Ma_OC_H_19870700_S124]",Microcystis aeruginosa Ma_OC_H_19870700_S124,2486262,55,insd,2019/07/17,True,True
1705960464,TRT91911.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_OC_LR_19540900_S633],Microcystis aeruginosa Ma_OC_LR_19540900_S633,2486261,71,insd,2019/07/17,True,True
1705960465,TRT91912.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_OC_LR_19540900_S633],Microcystis aeruginosa Ma_OC_LR_19540900_S633,2486261,71,insd,2019/07/17,True,True
1705960466,TRT91913.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_OC_LR_19540900_S633],Microcystis aeruginosa Ma_OC_LR_19540900_S633,2486261,71,insd,2019/07/17,True,True
1705964629,TRT95809.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_AC_P_19900807_S300],Microcystis aeruginosa Ma_AC_P_19900807_S300,2486260,71,insd,2019/07/17,True,True
1705964630,TRT95810.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_AC_P_19900807_S300],Microcystis aeruginosa Ma_AC_P_19900807_S300,2486260,71,insd,2019/07/17,True,True
1705964631,TRT95811.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_AC_P_19900807_S300],Microcystis aeruginosa Ma_AC_P_19900807_S300,2486260,71,insd,2019/07/17,True,True
1705976750,TRU07311.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. Msp_OC_L_20101000_S702],Microcystis sp. Msp_OC_L_20101000_S702,2486218,71,insd,2019/07/17,True,True
1705976751,TRU07312.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. Msp_OC_L_20101000_S702],Microcystis sp. Msp_OC_L_20101000_S702,2486218,71,insd,2019/07/17,True,True
1705976752,TRU07313.1,MAG: gas vesicle structural protein GvpA [Microcystis sp. Msp_OC_L_20101000_S702],Microcystis sp. Msp_OC_L_20101000_S702,2486218,71,insd,2019/07/17,True,True
1705982237,TRU12505.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_MB_F_20061100_S19],Microcystis aeruginosa Ma_MB_F_20061100_S19,2486258,71,insd,2019/07/17,True,True
1705986031,TRU16120.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis aeruginosa Ma_MB_F_20061100_S19]",Microcystis aeruginosa Ma_MB_F_20061100_S19,2486258,70,insd,2019/07/17,True,True
1705987213,TRU17244.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_MB_F_20061100_S19D],Microcystis aeruginosa Ma_MB_F_20061100_S19D,2486259,79,insd,2019/07/17,True,True
1705987214,TRU17245.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_MB_F_20061100_S19D],Microcystis aeruginosa Ma_MB_F_20061100_S19D,2486259,72,insd,2019/07/17,True,True
1705987215,TRU17246.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_MB_F_20061100_S19D],Microcystis aeruginosa Ma_MB_F_20061100_S19D,2486259,71,insd,2019/07/17,True,True
1705992656,TRU22376.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_SC_T_19800800_S464],Microcystis aeruginosa Ma_SC_T_19800800_S464,2486257,71,insd,2019/07/17,True,True
1705992657,TRU22377.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_SC_T_19800800_S464],Microcystis aeruginosa Ma_SC_T_19800800_S464,2486257,71,insd,2019/07/17,True,True
1705992658,TRU22378.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_SC_T_19800800_S464],Microcystis aeruginosa Ma_SC_T_19800800_S464,2486257,71,insd,2019/07/17,True,True
1705994174,TRU23800.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_MB_S_20031200_S102D],Microcystis aeruginosa Ma_MB_S_20031200_S102D,2486255,71,insd,2019/07/17,True,True
1705994175,TRU23801.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_MB_S_20031200_S102D],Microcystis aeruginosa Ma_MB_S_20031200_S102D,2486255,71,insd,2019/07/17,True,True
1705998069,TRU27464.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_QC_B_20070730_S2],Microcystis aeruginosa Ma_QC_B_20070730_S2,2486256,71,insd,2019/07/17,True,True
1706001547,TRU30739.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis aeruginosa Ma_QC_B_20070730_S2]",Microcystis aeruginosa Ma_QC_B_20070730_S2,2486256,60,insd,2019/07/17,True,True
1706002982,TRU32105.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_MB_S_20031200_S102],Microcystis aeruginosa Ma_MB_S_20031200_S102,2486254,71,insd,2019/07/17,True,True
1706002983,TRU32106.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_MB_S_20031200_S102],Microcystis aeruginosa Ma_MB_S_20031200_S102,2486254,71,insd,2019/07/17,True,True
1706010544,TRU39336.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis aeruginosa Ma_MB_F_20061100_S20D]",Microcystis aeruginosa Ma_MB_F_20061100_S20D,2486253,58,insd,2019/07/17,True,True
1706020937,TRU49018.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis aeruginosa Ma_QC_Ca_00000000_S207]",Microcystis aeruginosa Ma_QC_Ca_00000000_S207,2486251,68,insd,2019/07/17,True,True
1706021698,TRU49719.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_QC_Ch_20071001_S25],Microcystis aeruginosa Ma_QC_Ch_20071001_S25,2486249,71,insd,2019/07/17,True,True
1706021702,TRU49723.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_QC_Ch_20071001_S25],Microcystis aeruginosa Ma_QC_Ch_20071001_S25,2486249,71,insd,2019/07/17,True,True
1706023251,TRU51134.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_QC_Ch_20071001_S25D],Microcystis aeruginosa Ma_QC_Ch_20071001_S25D,2486250,71,insd,2019/07/17,True,True
1706023254,TRU51137.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_QC_Ch_20071001_S25D],Microcystis aeruginosa Ma_QC_Ch_20071001_S25D,2486250,71,insd,2019/07/17,True,True
1706038111,TRU64674.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_QC_Ch_20071001_M135],Microcystis aeruginosa Ma_QC_Ch_20071001_M135,2486248,71,insd,2019/07/17,True,True
1706038112,TRU64675.1,MAG: gas vesicle structural protein GvpA [Microcystis aeruginosa Ma_QC_Ch_20071001_M135],Microcystis aeruginosa Ma_QC_Ch_20071001_M135,2486248,71,insd,2019/07/17,True,True
1706073240,TRU97399.1,MAG: gas vesicle structural protein GvpA [Microcystis wesenbergii Mw_QC_S_20081001_S30D],Microcystis wesenbergii Mw_QC_S_20081001_S30D,2486245,71,insd,2019/07/17,True,True
1706077523,TRV01470.1,MAG: gas vesicle structural protein GvpA [Microcystis wesenbergii Mw_QC_B_20070930_S4D],Microcystis wesenbergii Mw_QC_B_20070930_S4D,2486243,71,insd,2019/07/17,True,True
1706077524,TRV01471.1,MAG: gas vesicle structural protein GvpA [Microcystis wesenbergii Mw_QC_B_20070930_S4D],Microcystis wesenbergii Mw_QC_B_20070930_S4D,2486243,71,insd,2019/07/17,True,True
1706077546,TRV01492.1,MAG: gas vesicle structural protein GvpA [Microcystis wesenbergii Mw_QC_S_20081001_S30],Microcystis wesenbergii Mw_QC_S_20081001_S30,2486244,71,insd,2019/07/17,True,True
1706077548,TRV01494.1,MAG: gas vesicle structural protein GvpA [Microcystis wesenbergii Mw_QC_S_20081001_S30],Microcystis wesenbergii Mw_QC_S_20081001_S30,2486244,71,insd,2019/07/17,True,True
1706089784,TRV13112.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis flos-aquae Mf_QC_C_20070823_S10D]",Microcystis flos-aquae Mf_QC_C_20070823_S10D,2486236,68,insd,2019/07/17,True,True
1706090889,TRV14164.1,MAG: gas vesicle structural protein GvpA [Microcystis wesenbergii Mw_QC_B_20070930_S4],Microcystis wesenbergii Mw_QC_B_20070930_S4,2486242,71,insd,2019/07/17,True,True
1706090890,TRV14165.1,MAG: gas vesicle structural protein GvpA [Microcystis wesenbergii Mw_QC_B_20070930_S4],Microcystis wesenbergii Mw_QC_B_20070930_S4,2486242,71,insd,2019/07/17,True,True
1706103862,TRV26454.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis flos-aquae Mf_QC_C_20070823_S10]",Microcystis flos-aquae Mf_QC_C_20070823_S10,2486235,68,insd,2019/07/17,True,True
1706112549,TRV34668.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis flos-aquae Mf_QC_C_20070823_S20D]",Microcystis flos-aquae Mf_QC_C_20070823_S20D,2486233,68,insd,2019/07/17,True,True
1706113531,TRV35624.1,"MAG: gas vesicle structural protein GvpA, partial [Microcystis flos-aquae Mf_QC_C_20070823_S20]",Microcystis flos-aquae Mf_QC_C_20070823_S20,2486232,68,insd,2019/07/17,True,True
1706117734,TRV39614.1,MAG: gas vesicle structural protein GvpA [Microcystis flos-aquae Mf_QC_C_20070823_S20T],Microcystis flos-aquae Mf_QC_C_20070823_S20T,2486234,71,insd,2019/07/17,True,True
1710792781,TVP63236.1,MAG: gas vesicle structural protein GvpA [Leptolyngbya sp. LCM1.Bin17],Leptolyngbya sp. LCM1.Bin17,2480211,72,insd,2019/07/30,True,True
1710860947,TVQ25815.1,MAG: gas vesicle structural protein GvpA [Leptolyngbya sp. DLM2.Bin15],Leptolyngbya sp. DLM2.Bin15,2480212,71,insd,2019/07/30,True,True
1712384854,TVU54817.1,MAG: gas vesicle structural protein [Arthrospira sp. PLM2.Bin9],Arthrospira sp. PLM2.Bin9,2599626,72,insd,2019/07/31,False,True
1714274439,GCA91834.1,gas vesicle protein GvpAI [Microcystis aeruginosa 11-30S32],Microcystis aeruginosa 11-30S32,2358142,71,insd,2023/08/18,False,True
1714274440,GCA91835.1,gas vesicle protein GvpAI [Microcystis aeruginosa 11-30S32],Microcystis aeruginosa 11-30S32,2358142,71,insd,2023/08/18,False,True
1731527325,QEI43856.1,Gas vesicle structural protein [Dolichospermum sp. UHCC 0315A],Dolichospermum sp. UHCC 0315A,1914871,71,insd,2019/08/28,False,True
1732479787,TYQ24340.1,gas vesicle structural protein GvpA [Pseudanabaena sp. UWO311],Pseudanabaena sp. UWO311,2487337,72,insd,2019/08/30,True,True
1732480410,TYQ24963.1,gas vesicle structural protein GvpA [Pseudanabaena sp. UWO310],Pseudanabaena sp. UWO310,2480795,72,insd,2019/08/30,True,True
1733467750,TYT68504.1,gas vesicle structural protein GvpA [Microcystis aeruginosa KLA2],Microcystis aeruginosa KLA2,2605423,71,insd,2019/09/03,True,True
1733467751,TYT68505.1,gas vesicle structural protein GvpA [Microcystis aeruginosa KLA2],Microcystis aeruginosa KLA2,2605423,71,insd,2019/09/03,True,True
1733467752,TYT68506.1,gas vesicle structural protein GvpA [Microcystis aeruginosa KLA2],Microcystis aeruginosa KLA2,2605423,71,insd,2019/09/03,True,True
1733569590,GCA80640.1,gas vesicle structural protein [Microcystis aeruginosa NIES-2521],Microcystis aeruginosa NIES-2521,2303983,71,insd,2023/08/18,False,True
1733569591,GCA80641.1,gas vesicle structural protein [Microcystis aeruginosa NIES-2521],Microcystis aeruginosa NIES-2521,2303983,71,insd,2023/08/18,False,True
1733577045,GCA82372.1,gas vesicle structural protein [Microcystis aeruginosa NIES-2522],Microcystis aeruginosa NIES-2522,2303984,71,insd,2023/08/18,False,True
1733577046,GCA82373.1,gas vesicle structural protein [Microcystis aeruginosa NIES-2522],Microcystis aeruginosa NIES-2522,2303984,71,insd,2023/08/18,False,True
1733582252,GCA68671.1,gas vesicle structural protein [Microcystis aeruginosa NIES-2519],Microcystis aeruginosa NIES-2519,2303981,71,insd,2023/08/18,False,True
1733582253,GCA68672.1,gas vesicle structural protein [Microcystis aeruginosa NIES-2519],Microcystis aeruginosa NIES-2519,2303981,71,insd,2023/08/18,False,True
1733586359,GCA87933.1,gas vesicle structural protein [Microcystis aeruginosa NIES-4264],Microcystis aeruginosa NIES-4264,2303985,71,insd,2023/08/18,False,True
1733586360,GCA87934.1,gas vesicle structural protein [Microcystis aeruginosa NIES-4264],Microcystis aeruginosa NIES-4264,2303985,71,insd,2023/08/18,False,True
1733589212,GCA76871.1,gas vesicle structural protein [Microcystis aeruginosa NIES-2520],Microcystis aeruginosa NIES-2520,2303982,71,insd,2023/08/18,False,True
1733589213,GCA76872.1,gas vesicle structural protein [Microcystis aeruginosa NIES-2520],Microcystis aeruginosa NIES-2520,2303982,71,insd,2023/08/18,False,True
1752415548,GEA25651.1,gas vesicle structural protein [Microcystis aeruginosa NIES-4325],Microcystis aeruginosa NIES-4325,2569534,71,insd,2023/08/22,False,True
1752415549,GEA25652.1,gas vesicle structural protein [Microcystis aeruginosa NIES-4325],Microcystis aeruginosa NIES-4325,2569534,84,insd,2023/08/22,False,True
1754053503,KAB0240820.1,gas vesicle structural protein GvpA [Microcystis aeruginosa EAWAG127a],Microcystis aeruginosa EAWAG127a,2529855,71,insd,2019/09/30,True,True
1767018957,GCE96702.1,gas vesicle protein GvpA [Limnospira platensis NIES-46],Limnospira platensis NIES-46,1236695,72,insd,2023/08/19,True,True
1770431300,QFS52944.1,Gas vesicles are small [Nostoc sphaeroides CCNUC1],Nostoc sphaeroides CCNUC1,2653204,71,insd,2021/09/28,False,True
1770431301,QFS52945.1,Gas vesicles are small [Nostoc sphaeroides CCNUC1],Nostoc sphaeroides CCNUC1,2653204,71,insd,2021/09/28,False,True
1772286664,QFZ11728.1,gas vesicle structural protein GvpA [Anabaena sp. YBS01],Anabaena sp. YBS01,2490939,61,insd,2019/11/04,True,True
1772286665,QFZ11729.1,gas vesicle structural protein GvpA [Anabaena sp. YBS01],Anabaena sp. YBS01,2490939,71,insd,2019/11/04,True,True
1772620068,WP_153228363.1,gas vesicle structural protein GvpA [Anabaena sp. YBS01],Anabaena sp. YBS01,2490939,61,refseq,2023/03/22,True,True
1773897048,VXD16283.1,Gas vesicle structural protein [Planktothrix serta PCC 8927],Planktothrix serta PCC 8927,671068,72,insd,2019/10/21,True,True
1773899828,VXD24309.1,Gas vesicle structural protein A [Planktothrix paucivesiculata PCC 9631],Planktothrix paucivesiculata PCC 9631,671071,72,insd,2019/10/21,True,True
1787236675,QGZ92527.1,gas vesicle structural protein GvpA [Microcystis aeruginosa FD4],Microcystis aeruginosa FD4,2686288,71,insd,2022/08/08,True,True
1787237046,QGZ92898.1,gas vesicle structural protein GvpA [Microcystis aeruginosa FD4],Microcystis aeruginosa FD4,2686288,71,insd,2022/08/08,True,True
1787561918,GCL46452.1,gas vesicle protein GvpAIII [Microcystis aeruginosa NIES-3787],Microcystis aeruginosa NIES-3787,2517782,71,insd,2023/08/22,False,True
1787561919,GCL46453.1,gas vesicle protein GvpAIII [Microcystis aeruginosa NIES-3787],Microcystis aeruginosa NIES-3787,2517782,71,insd,2023/08/22,False,True
1787565406,GCL59784.1,gas vesicle protein GvpAIII [Microcystis aeruginosa NIES-3807],Microcystis aeruginosa NIES-3807,2517785,71,insd,2023/08/22,False,True
1787565407,GCL59785.1,gas vesicle protein GvpAIII [Microcystis aeruginosa NIES-3807],Microcystis aeruginosa NIES-3807,2517785,71,insd,2023/08/22,False,True
1787569403,GCL56061.1,gas vesicle protein GvpAIII [Microcystis aeruginosa NIES-3806],Microcystis aeruginosa NIES-3806,2517784,71,insd,2023/08/22,False,True
1787569404,GCL56062.1,gas vesicle protein GvpAIII [Microcystis aeruginosa NIES-3806],Microcystis aeruginosa NIES-3806,2517784,71,insd,2023/08/22,False,True
1787576436,GCL49337.1,gas vesicle protein GvpAIII [Microcystis aeruginosa NIES-3804],Microcystis aeruginosa NIES-3804,2517783,71,insd,2023/08/22,False,True
1787576438,GCL49339.1,gas vesicle protein GvpAIII [Microcystis aeruginosa NIES-3804],Microcystis aeruginosa NIES-3804,2517783,71,insd,2023/08/22,False,True
1795651344,QHD79269.1,gas vesicle structural protein GvpA [Trichormus variabilis 0441],Trichormus variabilis 0441,375899,71,insd,2020/01/11,True,True
1795651345,QHD79270.1,gas vesicle structural protein GvpA [Trichormus variabilis 0441],Trichormus variabilis 0441,375899,71,insd,2020/01/11,True,True
1796909798,QHG14963.1,gas vesicle structural protein GvpA [Nostoc sp. ATCC 53789],Nostoc sp. ATCC 53789,76335,73,insd,2020/04/03,True,True
1805638943,QHU84484.1,gas vesicle structural protein GvpA [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2020/02/05,True,True
1805638944,QHU84485.1,gas vesicle structural protein GvpA [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2020/02/05,True,True
1805640593,QHU86134.1,gas vesicle structural protein GvpA [Microcystis aeruginosa NIES-298],Microcystis aeruginosa NIES-298,449468,71,insd,2020/02/05,True,True
1806969582,WP_162425313.1,MULTISPECIES: gas vesicle structural protein GvpA [Myxacorys],Myxacorys,2056239,72,refseq,2026/07/21,True,True
1817029024,WP_163931998.1,MULTISPECIES: gas vesicle structural protein GvpA [Nostocaceae],Nostocaceae,1162,73,refseq,2023/03/22,True,True
1826567482,QIR36640.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7910],Tolypothrix sp. PCC 7910,2099387,71,insd,2020/03/30,True,True
1826567483,QIR36641.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7910],Tolypothrix sp. PCC 7910,2099387,71,insd,2020/03/30,True,True
1826571109,QIR40267.1,gas vesicle structural protein GvpA [Tolypothrix sp. PCC 7910],Tolypothrix sp. PCC 7910,2099387,71,insd,2020/03/30,True,True
1828675292,KAF3889447.1,gas vesicle structural protein GvpA [Tolypothrix bouteillei VB521301],Tolypothrix bouteillei VB521301,1479485,72,insd,2020/04/06,True,True
1831375648,QIZ71793.1,gas vesicle structural protein GvpA [Oxynema aestuarii AP17],Oxynema aestuarii AP17,2064643,72,insd,2020/04/15,True,True
1832557323,QJB27257.1,gas vesicle structural protein GvpA [Limnospira fusiformis SAG 85.79],Limnospira fusiformis SAG 85.79,1521533,72,insd,2020/04/18,True,True
1832557324,QJB27258.1,gas vesicle structural protein GvpA [Limnospira fusiformis SAG 85.79],Limnospira fusiformis SAG 85.79,1521533,72,insd,2020/04/18,True,True
1832557325,QJB27259.1,gas vesicle structural protein GvpA [Limnospira fusiformis SAG 85.79],Limnospira fusiformis SAG 85.79,1521533,72,insd,2020/04/18,True,True
1832557326,QJB27260.1,gas vesicle structural protein GvpA [Limnospira fusiformis SAG 85.79],Limnospira fusiformis SAG 85.79,1521533,72,insd,2020/04/18,True,True
